processing_index,year,day,'b01372058','b01463500','b01578310','b01646580','b02226160','b02359170','b02470500','b03303280','b03374100','b03378500','b03609750','b03612500','b04264331','b05420500','b05586100','b05587455','b06338490','b06440000','b06467500','b06610000','b06805500','b06934500','b07022000','b07263620','b07288955','b07373420','b07374000','b07374525','b07381495','b07381590','b07381600','b08012150','b08116650','b08475000','b09522000','b11303500','b11447650','b14246900','b15565447','b32202309'
"174","2013","174","296.830587579881","296.853298423758","297.159725252901","296.381024183681","299.852243839596","297.880063609445","299.593448365864","297.520439752725","298.39079478972","298.752826983498","297.880063609445","297.84690699729","292.834310626433","297.567327481294","299.379580703599","298.394795157156","290.541037057138","291.792465540743","292.823972645298","293.56543221749","297.852546596317","297.880063609445","296.647876438105","302.494403147102","300.610529075773","297.942872221985","297.940870267878","297.946885181679","303.425944254429","302.39853088095","303.355547914752","301.84222575155","306.719002159945","304.647839596425","297.431812703598","296.775740805027","292.544880834347","288.700669387269","289.851924563557","297.880063609445"
"175","2013","175","297.330392135272","297.398040202627","297.04153474324","297.441846803722","300.683243943887","298.111811537601","299.75530293741","297.543395448131","298.442375612656","298.582970396968","298.111811537601","297.631736096406","293.337132501458","296.504381001848","298.427795202085","297.337281956079","293.142158966942","293.808303229009","294.43333767614","294.731436645771","298.113025923389","298.111811537601","296.964949433213","302.704476425229","301.763667884667","298.187061314777","298.181092301184","298.18753753383","303.596029665331","302.21497702585","303.497020053225","301.448884143965","306.380855556162","304.517134248151","297.908133258943","291.773795868001","288.988240016757","289.559785918561","291.492277584744","298.111811537601"
"176","2013","176","296.192723817048","295.990867099751","295.780479412479","297.613564396833","300.471674959796","299.359966321603","300.332512381207","298.045932282304","299.283239698457","299.800623666001","299.359966321603","298.513547889358","293.054610481341","298.344134373934","299.417011667909","298.793488546467","295.058676023616","296.006463736134","296.656287337847","297.077135317778","298.86612087326","299.359966321603","298.556104588283","303.224927703291","301.334520089118","299.40543131254","299.400711844421","299.405572484495","304.430094208422","302.167150671764","304.278132138719","301.466898185293","307.466240501934","304.768478332534","298.423716560422","290.809449889454","284.965516695902","287.533902784505","293.282206139777","299.359966321603"
"177","2013","177","295.540997825423","296.604021812414","296.642707654076","298.083676317384","300.573001901873","299.729006585668","301.022465899282","298.247812401431","300.344247598672","300.228346919228","299.729006585668","298.618714971207","293.073144722016","299.195197325097","299.486443301746","299.566410133084","293.872438371207","295.053989971449","295.900174442594","296.456300749756","299.594436892736","299.729006585668","298.767977602001","304.700145241633","302.356406772536","299.785918229626","299.781970702871","299.787533523307","305.621256410827","302.637314899053","305.426839246867","301.908771326523","309.019155174462","305.585591777374","300.23998341419","296.897142411381","289.449330748538","288.518171417608","294.269312894573","299.729006585668"
"178","2013","178","296.19142221749","296.583631265606","295.974435845622","296.396897592271","301.761826669502","300.146257803078","301.670150218956","297.266630234588","299.84426543869","300.19859723496","300.146257803078","298.626078564945","292.450765380701","297.142950226917","300.071302538003","298.070378638804","294.777787626706","295.809816532974","296.639666400447","296.840474460545","300.963683967536","300.146257803078","298.833613321207","306.743952590477","302.899633223287","300.208054828535","300.204190108456","300.210224426563","306.89987973286","303.051404642284","306.642914500501","302.270634608775","310.465548871962","306.006406659538","302.258112668911","300.381701863931","295.149990807118","290.928181630126","294.567771730877","300.146257803078"
"179","2013","179","294.965503127244","296.493188481558","295.409917826558","295.989161976601","302.479450440168","299.431157248795","302.614089127596","296.897485862604","298.753780518532","298.625075476206","299.431157248795","298.114378860872","290.984882353794","293.653718856965","297.101823381856","294.998401877168","296.426423057414","296.840950220047","297.210098901336","297.036631168046","300.831472680072","299.431157248795","297.972999162734","306.379719584086","303.123843526012","299.506972840745","299.505370767357","299.512752389686","306.778643873176","303.247226983501","306.546614569603","302.766394468321","310.674659056315","306.300177654378","304.38775838857","302.924184223739","298.594531278942","294.59985442859","293.427952252222","299.431157248795"
"180","2013","180","294.160098733482","295.116905427743","293.711450978779","295.961661110493","301.33984117703","297.56177264799","301.246515628752","294.479881204013","295.008865388291","295.176955523726","297.56177264799","295.517630160899","290.352201150475","293.007328976363","294.270194758821","293.295913023982","297.584991215285","297.615389111044","297.661165942729","297.26009137767","299.350041313581","297.56177264799","296.716777338931","303.57180675818","301.637466633283","297.651563826266","297.648970556202","297.656793768677","304.312261388247","302.384621559031","304.175623028461","302.488271175519","309.577429942989","306.174396441883","305.294443413437","304.026513298933","300.155027244675","296.916243310731","292.528229297126","297.56177264799"
"181","2013","181","294.739311181836","295.577392482127","295.248479087329","297.001643752792","300.564566590599","296.609329806452","298.316113835591","295.441820885957","294.19725209423","294.013105217291","296.609329806452","295.42434962288","290.356748106721","292.46094002229","293.168877759309","292.697585699226","297.529608084612","297.461710970655","297.425496223951","297.106881014623","298.007100555308","296.609329806452","296.033550787257","300.885947090643","296.957829709766","296.623840815205","296.622603850934","296.632044946746","301.862147753096","301.140285092126","301.827665779744","300.124849148119","308.659875330026","306.595331966484","305.247270445474","304.051175546016","300.284394228656","297.179772239838","291.577532458871","296.609329806452"
"182","2013","182","294.269749143828","294.746516381296","294.8683388026","296.863889310821","300.051941586699","296.398139324457","297.838348834015","295.415597708655","294.514812309002","294.105334583792","296.398139324457","295.217318078953","289.8766424907","293.277725088087","292.616590238141","292.870878649224","298.523382811692","298.367922001192","298.259046849741","297.802779359061","297.315340417192","296.398139324457","296.225533142123","298.915348037269","297.067820570715","296.422754490148","296.420571011217","296.428392146608","300.034306724206","299.32120039225","299.981799570909","298.315956749786","305.168282047073","304.428664854821","304.734911832872","303.864589505558","299.68207459728","298.351854128591","290.361956287694","296.398139324457"
"183","2013","183","293.671401633982","295.024215877576","294.830213171501","296.401295096011","299.415969737048","296.481260316366","297.742917872096","295.741274357739","294.399265164199","293.89029047926","296.481260316366","295.335454461179","289.709364260558","293.869499013747","291.343073510574","292.913434721062","299.08548788184","298.954763662798","298.845978124675","298.402155332705","297.191319782853","296.481260316366","296.371273322591","298.646284158879","297.662407541934","296.51860816999","296.513279200769","296.52215822987","299.655385314203","299.780831810769","299.671432844231","298.658203419058","304.059425455906","301.913723751979","304.199629092945","306.465856461532","302.453398734502","299.669942390047","287.90212427656","296.481260316366"
"184","2013","184","296.450193496536","296.978690460756","296.991629958377","297.16443261548","298.946560729233","297.116542562013","298.223061345841","296.725061461136","296.47882732057","295.595658308683","297.116542562013","296.161484335289","291.375951628193","293.678808482112","292.432978982192","293.361931854499","299.637094109333","299.465016124063","299.400884018811","298.994347666098","297.892829755774","297.116542562013","297.073037797597","298.94405916982","297.76582420975","297.147875604492","297.145095822542","297.152853301976","299.672659701187","301.247387410651","299.763112526776","300.584912641168","303.002160380414","301.790745440761","303.925624707755","305.84415885867","302.756452040139","298.143793399465","285.899699197351","297.116542562013"
"185","2013","185","298.28055271775","298.400494409076","298.216981717304","298.594901109087","298.677581130872","297.911726223122","297.613224758165","295.81662981903","297.070696562491","296.470944456604","297.911726223122","295.737808916964","292.668001559265","294.098583247505","294.4895499818","294.361062174951","299.901270412676","299.875022064181","299.892268130545","299.414673228681","299.229949529115","297.911726223122","297.926989896223","300.58544695245","299.348666485098","297.951623904158","297.950900391063","297.957935511834","300.888272892677","300.955922385166","300.887897891801","300.133865832333","303.994663816044","302.899887596415","304.06357932775","305.474035909902","302.844270936718","294.952120049937","286.133449274771","297.911726223122"
"186","2013","186","298.582011044345","299.197676978322","298.145280926861","298.930746775395","299.376837166354","298.519989769935","297.597114158035","295.591553445438","296.754549580651","297.331839661385","298.519989769935","295.840008821266","293.035576140557","295.031174013322","296.679664544107","295.3559008112","298.562396267579","298.984788574747","299.228781547763","299.094407190081","300.617326665301","298.519989769935","298.453716979808","302.261534357541","299.09602850744","298.542604471606","298.542856455958","298.54802095599","302.961257059349","301.7048066309","302.860690379134","301.486414612893","305.96073477256","304.284812441487","304.021575425298","304.934498402354","300.357258860194","293.424367341879","285.823069777576","298.519989769935"
"187","2013","187","298.295879729791","299.197404341512","298.638073298724","299.729480846988","299.712210054791","299.350840730542","297.109173503091","296.738150651364","296.8470590873","297.363976899379","299.350840730542","296.459526449981","293.982995022064","296.586831543332","296.727885722654","296.561095981046","297.389030389974","298.589111852721","299.244620481543","299.249734175878","301.230246442831","299.350840730542","299.123308867939","303.915812050039","299.240264145231","299.354279612087","299.350899873909","299.356278005545","304.189019755752","300.733647735188","303.943187565383","300.271040128167","307.294256181205","305.077288184265","303.634847451507","301.640390294027","298.730740468749","292.333910782258","286.600468107307","299.350840730542"
"188","2013","188","297.440583051282","299.265863543962","298.669810743246","298.669659663208","300.360502213786","300.025387375648","297.944581470529","296.290972862676","297.598065805854","297.601548924836","300.025387375648","296.477901040883","293.834384692986","299.040032008606","297.972143067497","298.641975642533","296.52786558536","297.210961738512","298.037436986742","298.419341807316","302.801166078964","300.025387375648","299.876827670705","305.108424535286","299.648742062925","300.019231529545","300.016206437602","300.020639296404","304.957037528406","300.328833186445","304.646206964978","299.641278378349","307.899513890129","305.473785843969","304.006997235822","300.396635831112","297.852311539705","293.514863908723","288.129630387178","300.025387375648"
"189","2013","189","297.271178385306","297.249252643763","295.933795890346","297.017655837026","301.305891061066","300.713968766915","299.20995164241","297.18139662094","299.197980587843","299.20184439991","300.713968766915","297.791957739464","294.058842537389","300.191880687235","298.38968796433","299.746458796009","297.312335868675","297.894210403243","298.656882295898","298.895127178338","303.386764482097","300.713968766915","300.431786198257","305.56173632907","300.246869048185","300.707941377639","300.705418354954","300.70823455107","305.69088765338","301.216541548128","305.391789035645","300.586924631815","307.543259402933","305.141404828528","304.083168007478","300.239271568071","297.316787038682","293.876263911451","287.508144781234","300.713968766915"
"190","2013","190","296.539807787618","296.141053663558","295.713182059753","297.637309134057","301.203029532465","301.170575449605","300.14855660509","298.594315551864","300.808999965463","300.672292848204","301.170575449605","299.289056767612","294.574283054502","298.012969247129","300.380500922513","299.205297678185","295.83901456793","297.09811389393","298.081536772267","298.513624453518","302.740588361199","301.170575449605","300.336312255183","306.936129955453","301.216163017134","301.183101913067","301.179952889095","301.186847349038","306.877313168802","302.899914939448","306.611306973126","303.033393239618","308.356592718087","304.819803177808","303.366700104488","300.220796134592","297.298893128102","293.618682461543","286.201843322829","301.170575449605"
"191","2013","191","295.90002516518","297.161739212884","297.535494540086","298.46751118573","300.771888738563","300.801308847187","301.046071393036","298.816338124512","300.724416369889","300.882718292199","300.801308847187","299.437749388805","294.352144993788","295.685491821675","300.996665788097","297.976097536384","296.171308637814","296.744544704243","297.432626373234","297.472447315422","302.103838720383","300.801308847187","299.457667042727","307.613217258664","302.820484174015","300.8454034011","300.845637475326","300.850854908592","307.765172479777","302.751428552143","307.435295647709","302.445607586365","309.790981805435","305.293210020901","302.803062644532","302.047167090076","297.760813972001","295.106920392292","285.599883005705","300.801308847187"
"192","2013","192","296.22158540051","297.736068055768","297.474432020386","298.993706508523","300.804745354121","300.041754909874","300.242700802332","297.766343523602","298.581759127765","297.679508159981","300.041754909874","298.610562026716","292.21336450495","293.864356448616","294.935569408828","294.223121001564","298.298886373751","299.058002301079","299.581618180977","299.125736203351","301.991908193159","300.041754909874","298.712592675184","306.536043432701","303.551856722974","300.102970231769","300.102051834576","300.109338057277","307.729689445698","302.256428177672","307.358042804089","301.980820392084","310.483372753537","305.493460923094","302.945485183432","302.589331729073","298.0421664859","293.476456820371","286.22451042976","300.041754909874"
"193","2013","193","293.677783857781","294.072175600349","294.287815138461","295.800309026536","300.530816744934","299.594172142813","301.844770823713","294.844270390869","294.325723961406","293.847944645605","299.594172142813","296.093800586643","291.962140041202","295.391468887781","293.294361000472","294.670281380905","297.792035437965","298.754411544126","299.730117821842","299.689363645704","302.716277965198","299.594172142813","299.031156199484","306.34448959274","303.371250804838","299.67335718619","299.672754885664","299.675104947293","307.84805183702","302.381199552785","307.472053067106","302.603726148681","310.815935217288","305.651182775834","302.114943606485","300.189628296398","296.922122115818","290.768813286576","287.363713048925","299.594172142813"
"194","2013","194","293.133596563444","295.042904434372","294.812634809912","296.912857166692","299.441727814861","299.661404359161","300.688348259692","295.544923961196","295.407236219324","295.263506301854","299.661404359161","295.863230340003","292.916134813631","296.491534341041","294.508481616766","295.555295114826","296.837360307165","297.818136187646","298.934502278623","299.224403137773","302.755940211596","299.661404359161","299.271060266962","306.641751623938","299.497782308834","299.677601081499","299.681330339752","299.680914059301","306.437503447247","303.831690691618","306.255034571657","304.270160852884","310.257723150466","305.274597039303","302.444367361015","300.113053385394","296.19869107837","290.825637730111","288.825143760061","299.661404359161"
"195","2013","195","297.513160449041","298.153131230525","298.478003787641","299.020888915919","297.898317110938","299.561162992761","298.766510067354","297.477058935704","298.314509926132","298.359633302312","299.561162992761","297.190988367308","294.740237696367","296.832568047545","297.974514381117","297.08351027322","295.868745432098","297.475303593241","298.505415943626","298.806740867294","301.891454058983","299.561162992761","299.35184800599","303.531448625517","299.171913301624","299.562538596088","299.560498547681","299.564581275098","302.928860146784","302.05938060709","302.889104422983","301.749749123632","306.766201790057","305.318482761066","303.167028481725","300.027347775813","296.983484202548","291.904797483371","290.582272315828","299.561162992761"
"196","2013","196","298.639164035844","299.343379462627","299.609855801439","300.474839158296","298.988835577779","299.282336687159","299.189525785023","299.380847362443","300.451620813388","300.616032365345","299.282336687159","299.064336803207","295.937118927124","297.906615576246","300.037623584333","298.383401801507","297.099429385047","297.986757065858","298.552843000366","298.658704021039","300.414190908848","299.282336687159","299.203453163359","299.606226587636","300.242513385672","299.312187226948","299.30976733183","299.316385821809","300.636852657958","300.81740515486","300.659923486422","300.438399411295","300.188635316514","302.275607394249","302.873606190162","300.547414049672","297.659376491012","293.088576567519","291.758806504406","299.282336687159"
"197","2013","197","297.690715914628","298.213470532659","298.392601025815","300.262013646734","300.670719678286","299.898303695185","300.95628738769","300.027217459539","301.621482514656","301.694226248507","299.898303695185","300.167283150258","296.397936397801","299.339296420976","300.913513645184","299.730114107419","297.76842311313","298.984302592754","299.305451111954","299.374478048368","299.533832778667","299.898303695185","299.845130248439","299.127111374564","301.548183027156","299.935776426623","299.930972254297","299.937595128737","300.650633878196","300.227810750581","300.618968343397","299.89331047937","298.69789583854","299.420541955881","302.407018740235","299.182793830211","297.176642757686","294.025322642652","290.70866834606","299.898303695185"
"198","2013","198","298.281606639295","298.404023762231","298.781726396289","300.863405342469","302.604578831522","300.462372910286","301.773628055695","300.88022330886","301.773206758491","301.746047550204","300.462372910286","300.948463974375","296.951997759065","300.206574194848","301.465880254822","300.613162119844","297.305397067081","298.555589506479","299.081090794363","299.292469546456","299.894442885191","300.462372910286","300.248461269422","299.834136158992","302.664277939706","300.505941766695","300.50162281","300.507533507213","301.662034656721","300.551656066806","301.58659682731","300.193416180073","299.193103757392","298.193468487638","302.320820645065","298.489498293413","296.127040806329","296.294185184472","289.706388699042","300.462372910286"
"199","2013","199","299.413717037107","300.034760044189","300.241155922145","301.727325386553","302.09710249442","301.564999206316","302.026955255915","300.919300940921","302.677425438756","302.651665277996","301.564999206316","300.965413572739","296.353653259023","299.986903910912","301.612676498189","300.461241894717","299.078259374245","300.244891915362","300.88642403463","301.015714294332","301.9741128849","301.564999206316","301.467231667349","302.260730316653","302.472166975937","301.586992982678","301.579854250286","301.588627038969","303.149366150338","301.761036099918","303.057168839371","301.746718318667","301.080775453328","297.21948582863","303.282403936575","300.412790766742","297.521312656982","295.007064123924","289.610756965642","301.564999206316"
"200","2013","200","298.779776777799","299.531222742011","299.692337683653","301.605568665982","301.825172902267","301.363936481488","301.566268991703","300.316632854226","301.371684976658","301.387046645621","301.363936481488","300.3045737081","296.340960027429","299.431146052061","300.797955336775","299.862586068064","297.889760643631","298.936410498933","299.760551125503","299.962808061539","302.259026190668","301.363936481488","301.026808134392","303.942085390238","301.634488104341","301.379378105565","301.374558365262","301.382647513588","303.250001162226","301.746607848255","303.159483052661","301.274732370948","302.805700264934","298.888908483936","302.758375160778","301.367804660288","299.427761387763","294.808805091234","289.473391679456","301.363936481488"
"201","2013","201","297.778809307912","298.893324746319","298.631335432343","299.881729865426","299.933146282805","300.451123628897","300.620022587199","298.639001748957","300.354148153126","300.467563375573","300.451123628897","299.223140247494","294.041703470891","295.057849038267","300.407124916556","297.046104963011","298.56077588534","299.303093393987","299.753903699384","299.4616110693","301.070344232715","300.451123628897","299.722570703175","304.610524906618","301.374111018089","300.476980509892","300.472470638851","300.480197590897","303.658219225675","301.60882544714","303.526407094151","301.080246910064","303.420342021597","300.936027082247","302.72457569825","302.920165097178","301.107987535671","295.488618119752","287.155882309769","300.451123628897"
"202","2013","202","294.498966759963","296.921283496865","296.68990979323","298.821105848719","299.522649916504","299.696862560923","300.292375535699","298.516915114585","299.687891828873","298.758715906055","299.696862560923","298.582421396374","291.876033214933","294.394991246823","296.214268441909","295.444004914182","298.628777940904","299.269966675013","299.722640159322","299.523132833465","300.997069292844","299.696862560923","299.112194731125","303.289734972161","301.696943769709","299.742232881631","299.737898699192","299.74610012631","303.962905835264","300.529294281509","303.730354125224","300.151394723986","303.365072313289","301.59118360672","301.6620507159","304.755924303223","302.155522052423","294.948419828482","286.460419845975","299.696862560923"
"203","2013","203","294.743296604863","296.374629280228","296.425468022936","298.547209069145","300.122551610922","300.441840219883","299.419339913873","296.762641534658","298.822511499563","299.072744841716","300.441840219883","297.385991972138","292.66230522379","297.104462719651","299.20538700776","297.910048553518","298.111066887078","299.107975156361","299.789780191031","299.8671089343","302.81072694023","300.441840219883","300.464945290272","304.189354875043","300.781017464337","300.4557225792","300.453795097533","300.460275596013","304.86116394431","301.680848731828","304.652356633813","301.263794020701","304.201008670814","302.934308437923","301.511626225484","303.294487307098","300.973207026609","294.879304900541","288.12342741211","300.441840219883"
"204","2013","204","295.375939134582","296.211816846056","297.057970115303","298.418403663673","300.026294087579","299.902326947825","299.558352369916","297.180372117088","299.574820912225","299.484773862101","299.902326947825","298.099647427292","293.598302900105","293.609361562517","298.883991572585","295.787732159991","297.897516707571","298.337460932489","298.605065660699","298.338734398711","301.27492938622","299.902326947825","299.059707942607","305.317689632252","301.845586567167","299.956901209846","299.951904136056","299.959063802178","306.053895420949","302.833213576146","305.853322165253","302.50715020322","305.556022932828","304.139103762929","301.934678667845","302.667830437028","299.721849941793","295.118693775073","289.909530512683","299.902326947825"
"205","2013","205","294.329411810193","295.781866109398","294.99940764025","296.866138332612","301.291910842679","298.783114736424","299.766109207593","296.969413021324","296.402212425293","295.285979031785","298.783114736424","297.485525747672","290.919654081323","291.659038396302","293.088893846887","292.365984987213","298.176924003974","298.695567937201","298.890009119184","298.648302320522","299.814538273622","298.783114736424","297.66985470971","304.376939435915","301.183603526189","298.844519481201","298.844164388199","298.848176461777","305.352486977626","302.017439055094","305.141130706054","301.473658726301","306.353913187009","304.356220181731","302.232141457","302.826562913367","300.268290665925","296.182929986224","290.381002237682","298.783114736424"
"206","2013","206","290.409324178515","290.545674684147","290.171720690524","294.224182074493","301.751951992244","297.634063880184","300.115732872164","292.864986288713","292.696210527147","292.54967037103","297.634063880184","294.019924789085","291.098775022454","293.529564499194","292.729834203439","293.316494381964","297.775759189078","298.144753269659","298.494615358748","298.445175781227","300.24497620269","297.634063880184","297.523034129299","302.127377941047","301.675257238361","297.73405661427","297.734818382483","297.740644315816","304.912548839486","302.251204182107","304.740642728693","302.286787726388","306.507778559319","304.030256159707","302.725776478902","303.698871247864","301.734760073233","295.787997266894","288.914600286987","297.634063880184"
"207","2013","207","291.7713455619","293.230112435091","293.075788707851","294.569093661059","301.148398743663","296.428097327412","298.591426329437","293.419217338459","294.480373720231","293.754635360828","296.428097327412","294.509321406739","291.368862621543","292.698523837914","291.490582220414","293.114072676798","295.35518283108","295.318672422586","295.684993376794","295.642650231397","298.966591205168","296.428097327412","295.992454942309","300.955832403535","298.810747148311","296.494609900963","296.49848617807","296.507053147483","302.855081284154","302.719205559571","302.857163636671","302.792717585312","305.855737080117","304.57982908799","302.350854311141","303.853251652247","302.194368161241","295.78142245751","288.144778155434","296.428097327412"
"208","2013","208","293.010511555875","294.54283927142","294.026315312826","294.785926898746","301.343231642613","295.304383546773","299.197981667187","294.083178260768","295.453145489296","295.11668913074","295.304383546773","295.22458740918","290.910071582539","287.65543581095","292.221290649122","289.294954057126","295.710814947927","295.400904145297","295.360745341028","294.941601451764","297.210333520505","295.304383546773","294.105290932787","299.910571796749","298.906514827553","295.388632229086","295.388469683592","295.397768629127","301.690134915282","301.160568845239","301.664136809212","300.730259934098","304.267067682708","304.07024135606","301.868954346309","303.534770153521","301.501703704298","294.625941854386","289.093330861505","295.304383546773"
"209","2013","209","293.258156029184","294.638677080224","294.988441176053","296.807987177456","300.641056943969","294.599985436882","300.012218270719","294.35879667507","290.561261684217","289.772890632131","294.599985436882","294.325409899661","290.083140283441","288.490733461082","287.836452945522","288.529334628619","296.10068508578","295.958886582442","295.981046189027","295.480905752323","296.332798595011","294.599985436882","293.553789847642","298.958604774596","299.889257444401","294.726349029123","294.729203834952","294.735484647308","301.084658962746","302.046551553479","301.154387508696","302.608983514556","303.46749462543","303.912898453796","300.494283969619","302.436567476049","300.101371920374","292.676220171051","290.811456442937","294.599985436882"
"210","2013","210","294.090129049803","295.121363139086","293.227422930953","294.316712902993","301.166921903342","294.955823809195","300.126345106404","291.208324586729","292.396521151912","292.469554775932","294.955823809195","292.382852939132","290.315710862944","290.39912526388","291.591780609573","290.446954137174","296.014183844892","296.533529612655","296.70539305352","296.003039370942","296.213005568713","294.955823809195","294.292226137129","300.534192865077","300.434942468958","295.086789321009","295.091212378022","295.096965734275","303.167915278104","303.919495454865","303.230393562123","304.245445829574","305.094881403255","304.003702241272","300.024605521956","300.568379489673","297.815686334814","292.483518494913","291.73946832302","294.955823809195"
"211","2013","211","290.907464647257","291.31505824904","291.736371397041","293.241283775429","301.694212099198","296.509127341958","299.706319074125","293.426095446086","291.911124966248","291.38599128705","296.509127341958","293.294311030941","291.163723959729","292.353183918077","289.92288185331","291.641626666544","295.158420600113","296.004889035492","296.690336914061","296.836508880557","298.943672014367","296.509127341958","296.018553632889","302.418396027533","299.750474275444","296.600642392344","296.604778567104","296.60947576158","304.198996192852","302.548164619606","304.11390243176","302.198565427252","305.62872740331","304.572660114721","300.768080987163","299.716480505526","296.985289093625","293.374449474081","291.336862051027","296.509127341958"
"212","2013","212","292.141855744537","293.527461682176","293.967759533886","295.151021239553","300.859518052245","298.210030447037","301.565759392041","294.221212124098","295.383716013827","294.912710603293","298.210030447037","295.584916474201","291.661538325854","294.637793321827","293.947877741897","294.643287094585","295.820572809535","296.67050402768","297.338978079289","297.479277037885","300.606156229412","298.210030447037","297.723821459174","302.953675276944","300.488870371735","298.26791259157","298.268217943003","298.272573056349","304.51510598786","302.127401270232","304.369655606137","301.867732791567","306.935569236709","305.265763496461","301.526140984857","300.182180540657","297.745896447744","293.878126449909","291.734056752893","298.210030447037"
"213","2013","213","291.434678257764","292.030392063896","293.397524881987","295.419114443406","300.157315708929","298.714386565024","301.584591601587","296.162927799911","296.308819796636","295.99532106973","298.714386565024","297.049103524825","291.918261888398","293.487636850832","296.038836810442","294.594132419425","297.546763308365","298.037329683155","298.449469080007","298.490940104967","300.272235185823","298.714386565024","298.173137764878","302.260112173993","303.174656681569","298.806916617208","298.806108806502","298.81323583554","305.332028094954","303.2033770346","305.202140895868","303.395187102079","307.590909932066","304.561007387574","302.120705011577","298.369686526623","296.769619535891","294.626079099749","291.363616430595","298.714386565024"
"214","2013","214","292.45941314198","293.880777594676","294.334137601194","295.656201754238","301.877770271776","297.923562569615","301.879341390751","295.414943226745","295.61894659494","294.872046573956","297.923562569615","296.105939349057","291.20822786342","293.774693127503","294.278411246573","294.611805927282","294.922979189416","295.609015615323","296.101214210379","296.184145258775","300.931755238272","297.923562569615","297.198582872427","302.873978346667","300.87891313888","298.007963068444","298.00947098542","298.017232474785","306.073350533615","304.033262126699","305.961255659827","304.324544553795","306.926365917413","304.647288934014","301.414560113967","297.895446290297","295.197215728563","291.991725130426","291.415755272405","297.923562569615"
"215","2013","215","291.797910963783","293.164345272381","293.141732841867","293.069458708693","302.283880349933","297.418231251614","301.37126286861","294.730718451464","297.005778576621","297.176308397207","297.418231251614","296.06370420075","291.150149670885","291.422481329053","296.53519738916","293.367520618657","293.70425889438","294.230127790116","294.420319964721","294.444904155718","299.059110250433","297.418231251614","295.996692402583","304.235074246356","301.872846004242","297.526447985955","297.532079586121","297.537983218344","306.321036084158","303.903407090663","306.185242860058","303.680343881884","307.474069916236","305.435403045626","301.398654283632","298.959112713924","296.767682990333","291.639770742659","290.906363548253","297.418231251614"
"216","2013","216","289.554914367891","292.07000201326","291.949347462385","294.2887271674","302.145217740918","297.065142978705","301.783031650256","293.874747498953","294.209970002028","293.746561396383","297.065142978705","295.582956472547","290.580020528643","291.331404429445","293.151325480881","292.05210116012","295.959074563532","296.361165520427","296.461783111942","296.136926389614","298.774139952645","297.065142978705","295.879114566011","302.695558278614","303.280183071502","297.201844070888","297.206415420822","297.212085178229","306.757496960359","303.541958259201","306.548887871643","303.461865994605","307.697406010829","305.38868777763","301.618161963527","298.805403766289","297.595875784405","293.456384415784","288.900992353407","297.065142978705"
"217","2013","217","288.373277397399","289.789649327911","290.485529665646","292.940002518233","302.284525392307","297.705676539385","299.416759746447","292.569384897659","292.678081367488","292.354359002574","297.705676539385","293.20265250469","290.109590022538","292.242019715119","292.555657933873","293.106258986748","296.866443189861","297.728528842285","298.177686449884","298.352834013702","300.501802641247","297.705676539385","297.69208420275","303.24803994556","301.139783601092","297.797885203499","297.799940818108","297.807394947802","306.86714881936","304.197294045309","306.696105007384","304.488949945931","307.557388494364","305.08368075314","301.579631103203","300.10069696205","297.984941564679","294.525239960057","287.845878327404","297.705676539385"
"218","2013","218","288.81098056099","289.424830430593","290.759078698966","292.953540728024","301.847823104488","299.246668503526","300.326246552099","294.57714411453","296.573807904818","296.632640598312","299.246668503526","295.874334751457","291.27472565929","295.476337001422","296.960575395737","296.852969123062","296.185894220758","297.038624046223","297.609957752207","297.963799400005","300.546990113991","299.246668503526","298.930073769421","304.23133640849","302.577589956263","299.333006299738","299.33387820487","299.342030974513","307.316622183488","303.514358599089","307.082802164551","303.402457641892","308.022942195346","305.320257611149","300.314726520595","298.828684644178","298.15746174912","294.877594736857","288.22319402145","299.246668503526"
"219","2013","219","291.841422959715","292.241241312915","293.16019214378","295.978436901312","300.76036705311","299.285345837881","301.209590588727","296.860402138127","300.187822879506","299.913255013707","299.285345837881","297.854814092354","292.71925856653","295.1965032564","299.410889013891","297.309551317681","295.752559182873","296.333734495533","296.80440072111","297.124217317131","299.558222963496","299.285345837881","298.471161089653","303.612635639808","303.295314928799","299.387617911669","299.388075560572","299.397169344622","308.06025494255","303.678818461247","307.781174536058","303.741791440957","308.826631435105","304.836780455202","299.669883402537","297.373350466314","297.355727678479","294.811969839637","290.012803237647","299.285345837881"
"220","2013","220","294.770046475266","295.016783539434","295.745036204643","297.471932980059","301.253156082518","297.571701474964","301.561185249986","297.550099743998","299.77458794421","299.761848298566","297.571701474964","298.149725129879","292.602773787395","290.903388278522","298.009189983559","293.413855784782","295.625966231216","296.231233940079","296.607085947312","296.613607488495","297.520098346504","297.571701474964","296.260342912908","300.704676031059","303.880800193341","297.716421544485","297.716308034048","297.727744231641","307.44998751981","303.235083410636","307.192712152424","302.997905526925","308.13071167196","304.505808661845","299.423461353885","295.599248901961","295.082005811126","294.957195426708","290.450344384892","297.571701474964"
